29300, 276, 0
29302, 282, 0
29304, 278, 0
29306, 274, 0
29309, 278, 0
29312, 278, 0
29314, 274, 0
29316, 270, 0
29318, 256, 0
29320, 192, 0
29322, 164, 0
29324, 370, 0
29326, 378, 0
29328, 472, 0
29330, 266, 0
29332, 130, 0
29334, -112, 0
29336, -86, 0
29338, -1476, 0
29340, -670, 0
29342, 622, 0
29345, 344, 0
29347, -168, 0
29350, 708, 0
29352, -182, 0
29356, 904, 0
29359, 444, 0
29361, 114, 0
29364, 136, 0
29366, 332, 0
29369, 194, 0
29371, 612, 0
29374, -80, 0
29376, 488, 0
29379, 158, 0
29381, 316, 0
29384, 268, 0
29386, 204, 0
29389, 312, 0
29391, 214, 0
29394, 304, 0
29396, 264, 0
29400, 334, 0
29403, 312, 0
29405, 310, 0
29408, 306, 0
29410, 306, 0
29413, 296, 0
29415, 290, 0
29418, 282, 0
29420, 256, 0
29423, 262, 0
29425, 256, 0
29428, 268, 0
29430, 256, 0
29433, 256, 0
29435, 284, 0
29438, 270, 0
29441, 262, 0
29444, 268, 0
29446, 284, 0
29449, 274, 0
29452, 270, 0
29454, 270, 0
29457, 288, 0
29459, 270, 0
29462, 276, 0
29464, 290, 0
29467, 280, 0
29469, 276, 0
29472, 278, 0
29474, 274, 0
29477, 280, 0
29479, 274, 0
29483, 274, 0
29485, 268, 0
29488, 262, 0
29490, 266, 0
29493, 274, 0
29496, 266, 0
29498, 258, 0
29501, 274, 0
29503, 264, 0
29506, 274, 0
29508, 278, 0
29511, 276, 0
29513, 274, 0
29516, 276, 0
29518, 280, 0
29521, 280, 0
29523, 274, 0
29527, 278, 0
29529, 278, 0
29532, 276, 0
29534, 284, 0
29537, 276, 0
29540, 280, 0
29542, 274, 0
29545, 276, 0
29547, 272, 0
29550, 270, 0
34248, 272, 0
34250, 276, 0
34252, 272, 0
34254, 280, 0
34256, 272, 0
34259, 278, 0
34262, 276, 0
34264, 272, 0
34266, 224, 0
34268, 192, 0
34270, 194, 0
34272, 340, 0
34274, 364, 0
34276, 274, 0
34278, 114, 0
34280, 18, 0
34282, 36, 0
34284, 130, 0
34286, -880, 0
34288, 1130, 0
34290, 118, 0
34293, 26, 0
34295, 320, 0
34298, 42, 0
34300, 512, 0
34304, 144, 0
34306, 610, 0
34309, 72, 0
34312, 462, 0
34314, 178, 0
34317, 128, 0
34319, 352, 0
34322, 294, 0
34324, 290, 0
34327, 238, 0
34329, 120, 0
34332, 316, 0
34334, 256, 0
34337, 300, 0
34339, 204, 0
34342, 298, 0
34344, 256, 0
34348, 252, 0
34350, 296, 0
34353, 318, 0
34355, 282, 0
34358, 346, 0
34360, 290, 0
34363, 286, 0
34365, 320, 0
34368, 262, 0
34370, 242, 0
34373, 262, 0
34376, 250, 0
34378, 278, 0
34381, 266, 0
34383, 256, 0
34386, 284, 0
34388, 250, 0
34392, 270, 0
34394, 262, 0
34397, 262, 0
34399, 266, 0
34402, 278, 0
34404, 280, 0
34407, 274, 0
34409, 290, 0
34412, 286, 0
34414, 286, 0
34417, 276, 0
34420, 280, 0
34422, 278, 0
34425, 276, 0
34427, 278, 0
34430, 278, 0
34433, 272, 0
34436, 270, 0
34438, 268, 0
34441, 270, 0
34443, 274, 0
34446, 266, 0
34448, 270, 0
34451, 270, 0
34453, 272, 0
34456, 272, 0
34458, 272, 0
34461, 276, 0
34464, 270, 0
34466, 272, 0
34469, 280, 0
34471, 278, 0
34475, 276, 0
34477, 274, 0
34480, 270, 0
34482, 276, 0
34485, 280, 0
34487, 284, 0
34490, 274, 0
34492, 274, 0
34495, 278, 0
34497, 276, 0
101433, 278, 0
101435, 266, 0
101437, 272, 0
101439, 276, 0
101441, 272, 0
101443, 276, 0
101445, 276, 0
101447, 276, 0
101449, 276, 0
101451, 276, 0
101453, 278, 0
101455, 264, 0
101457, 180, 0
101459, 144, 0
101462, 56, 0
101464, 0, 0
101467, -46, 0
101469, 380, 0
101471, 1044, 0
101473, 474, 0
101475, 1002, 0
101478, 988, 0
101480, 182, 0
101483, -10, 0
101485, -178, 0
101488, -106, 0
101491, -106, 0
101493, 578, 0
101496, 1460, 0
101498, 200, 0
101501, -58, 0
101504, -178, 0
101507, 510, 0
101510, 214, 0
101512, 312, 0
101515, 192, 0
101517, 166, 0
101520, 408, 0
101522, 80, 0
101525, 316, 0
101527, 252, 0
101530, 168, 0
101533, 332, 0
101535, 242, 0
101538, 370, 0
101540, 342, 0
101543, 330, 0
101547, 364, 0
101549, 332, 0
101552, 234, 0
101554, 266, 0
101557, 234, 0
101559, 330, 0
101562, 248, 0
101565, 242, 0
101567, 248, 0
101570, 216, 0
101572, 262, 0
101575, 236, 0
101577, 284, 0
101580, 324, 0
101582, 258, 0
101585, 264, 0
101588, 304, 0
101591, 278, 0
101594, 278, 0
101596, 292, 0
101599, 312, 0
101601, 290, 0
101604, 262, 0
101607, 278, 0
101609, 278, 0
101612, 268, 0
